orgId,condition_key,n_genes,cond_iqr,cond_mad
Btheta,copper (ii) chloride 0.05 mm|varel_bryant_medium_glucose|37,8110,0.329838855513,0.16223315540285435
Btheta,copper (ii) chloride 1 mm|varel_bryant_medium_glucose|37,8110,0.346905104754544,0.17032878608964924
Btheta,cytidine (n)|varel_bryant_medium_nonitrogen|37,4055,0.413242963013514,0.2036252783140014
Btheta,d-arabinose (c)|varel_bryant_medium|37,8110,0.34531918144857027,0.17181108094744912
Btheta,d-fructose (c)|varel_bryant_medium|37,8110,0.3153802997878935,0.1537544043867175
Btheta,d-galactose (c)|varel_bryant_medium|37,8110,0.3089228272515865,0.15184433156951604
Btheta,d-galacturonic acid (c)|varel_bryant_medium|37,8110,0.34315013653916726,0.16773469037750188
Btheta,d-glucosamine hydrochloride (c)|varel_bryant_medium|37,4055,0.356468517137107,0.1752452446989969
Btheta,d-glucosamine hydrochloride (n)|varel_bryant_medium_nonitrogen|37,8110,0.35275874480631075,0.17280705846587163
Btheta,d-glucose (c) with 20 amino mix|varel_bryant_medium|37,8110,0.28717300176625327,0.14255135453597806
Btheta,d-glucose (c) with l-arginine|varel_bryant_medium|37,4055,0.3269547898924535,0.16360683380710409
